-3.141593	 -1.000000	 
-3.135457	 -0.998047	 
-3.129321	 -0.996094	 
-3.123185	 -0.994141	 
-3.117049	 -0.992188	 
-3.110913	 -0.990234	 
-3.104777	 -0.988281	 
-3.098641	 -0.986328	 
-3.092505	 -0.984375	 
-3.086369	 -0.982422	 
-3.080233	 -0.980469	 
-3.074097	 -0.978516	 
-3.067962	 -0.976562	 
-3.061826	 -0.974609	 
-3.055690	 -0.972656	 
-3.049554	 -0.970703	 
-3.043418	 -0.968750	 
-3.037282	 -0.966797	 
-3.031146	 -0.964844	 
-3.025010	 -0.962891	 
-3.018874	 -0.960938	 
-3.012738	 -0.958984	 
-3.006602	 -0.957031	 
-3.000466	 -0.955078	 
-2.994330	 -0.953125	 
-2.988195	 -0.951172	 
-2.982059	 -0.949219	 
-2.975923	 -0.947266	 
-2.969787	 -0.945312	 
-2.963651	 -0.943359	 
-2.957515	 -0.941406	 
-2.951379	 -0.939453	 
-2.945243	 -0.937500	 
-2.939107	 -0.935547	 
-2.932971	 -0.933594	 
-2.926835	 -0.931641	 
-2.920699	 -0.929688	 
-2.914563	 -0.927734	 
-2.908428	 -0.925781	 
-2.902292	 -0.923828	 
-2.896156	 -0.921875	 
-2.890020	 -0.919922	 
-2.883884	 -0.917969	 
-2.877748	 -0.916016	 
-2.871612	 -0.914062	 
-2.865476	 -0.912109	 
-2.859340	 -0.910156	 
-2.853204	 -0.908203	 
-2.847068	 -0.906250	 
-2.840932	 -0.904297	 
-2.834796	 -0.902344	 
-2.828661	 -0.900391	 
-2.822525	 -0.898438	 
-2.816389	 -0.896484	 
-2.810253	 -0.894531	 
-2.804117	 -0.892578	 
-2.797981	 -0.890625	 
-2.791845	 -0.888672	 
-2.785709	 -0.886719	 
-2.779573	 -0.884766	 
-2.773437	 -0.882812	 
-2.767301	 -0.880859	 
-2.761165	 -0.878906	 
-2.755029	 -0.876953	 
-2.748894	 -0.875000	 
-2.742758	 -0.873047	 
-2.736622	 -0.871094	 
-2.730486	 -0.869141	 
-2.724350	 -0.867188	 
-2.718214	 -0.865234	 
-2.712078	 -0.863281	 
-2.705942	 -0.861328	 
-2.699806	 -0.859375	 
-2.693670	 -0.857422	 
-2.687534	 -0.855469	 
-2.681398	 -0.853516	 
