-3.141593	 -1.000000	 
-3.135457	 -1.028722	 
-3.129321	 -1.057414	 
-3.123185	 -1.086050	 
-3.117049	 -1.114598	 
-3.110913	 -1.143032	 
-3.104777	 -1.171321	 
-3.098641	 -1.199438	 
-3.092505	 -1.227355	 
-3.086369	 -1.255043	 
-3.080233	 -1.282475	 
-3.074097	 -1.309622	 
-3.067962	 -1.336458	 
-3.061826	 -1.362954	 
-3.055690	 -1.389086	 
-3.049554	 -1.414825	 
-3.043418	 -1.440147	 
-3.037282	 -1.465025	 
-3.031146	 -1.489433	 
-3.025010	 -1.513349	 
-3.018874	 -1.536746	 
-3.012738	 -1.559601	 
-3.006602	 -1.581891	 
-3.000466	 -1.603593	 
-2.994330	 -1.624684	 
-2.988195	 -1.645143	 
-2.982059	 -1.664950	 
-2.975923	 -1.684082	 
-2.969787	 -1.702521	 
-2.963651	 -1.720248	 
-2.957515	 -1.737243	 
-2.951379	 -1.753489	 
-2.945243	 -1.768970	 
-2.939107	 -1.783667	 
-2.932971	 -1.797567	 
-2.926835	 -1.810653	 
-2.920699	 -1.822912	 
-2.914563	 -1.834330	 
-2.908428	 -1.844895	 
-2.902292	 -1.854595	 
-2.896156	 -1.863419	 
-2.890020	 -1.871357	 
-2.883884	 -1.878399	 
-2.877748	 -1.884538	 
-2.871612	 -1.889765	 
-2.865476	 -1.894073	 
-2.859340	 -1.897458	 
-2.853204	 -1.899913	 
-2.847068	 -1.901435	 
-2.840932	 -1.902020	 
-2.834796	 -1.901666	 
-2.828661	 -1.900372	 
-2.822525	 -1.898136	 
-2.816389	 -1.894960	 
-2.810253	 -1.890844	 
-2.804117	 -1.885790	 
-2.797981	 -1.879802	 
-2.791845	 -1.872882	 
-2.785709	 -1.865036	 
-2.779573	 -1.856270	 
-2.773437	 -1.846589	 
-2.767301	 -1.836001	 
-2.761165	 -1.824514	 
-2.755029	 -1.812137	 
-2.748894	 -1.798880	 
-2.742758	 -1.784753	 
-2.736622	 -1.769768	 
-2.730486	 -1.753938	 
-2.724350	 -1.737274	 
-2.718214	 -1.719792	 
-2.712078	 -1.701506	 
-2.705942	 -1.682431	 
-2.699806	 -1.662583	 
-2.693670	 -1.641978	 
-2.687534	 -1.620636	 
-2.681398	 -1.598573	 
-2.675262	 -1.575810	 
-2.669127	 -1.552364	 
-2.662991	 -1.528257	 
-2.656855	 -1.503510	 
-2.650719	 -1.478143	 
-2.644583	 -1.452180	 
-2.638447	 -1.425642	 
-2.632311	 -1.398552	 
-2.626175	 -1.370935	 
-2.620039	 -1.342815	 
-2.613903	 -1.314215	 
-2.607767	 -1.285162	 
-2.601631	 -1.255680	 
-2.595495	 -1.225796	 
-2.589360	 -1.195536	 
-2.583224	 -1.164926	 
-2.577088	 -1.133994	 
-2.570952	 -1.102767	 
-2.564816	 -1.071272	 
-2.558680	 -1.039537	 
-2.552544	 -1.007590	 
-2.546408	 -0.975460	 
-2.540272	 -0.943174	 
-2.534136	 -0.910762	 
-2.528000	 -0.878252	 
-2.521864	 -0.845673	 
-2.515728	 -0.813053	 
-2.509593	 -0.780421	 
-2.503457	 -0.747807	 
-2.497321	 -0.715239	 
-2.491185	 -0.682747	 
-2.485049	 -0.650357	 
-2.478913	 -0.618101	 
-2.472777	 -0.586005	 
-2.466641	 -0.554098	 
-2.460505	 -0.522409	 
-2.454369	 -0.490965	 
-2.448233	 -0.459795	 
-2.442097	 -0.428925	 
-2.435961	 -0.398383	 
-2.429826	 -0.368196	 
-2.423690	 -0.338391	 
-2.417554	 -0.308993	 
-2.411418	 -0.280028	 
-2.405282	 -0.251522	 
-2.399146	 -0.223500	 
-2.393010	 -0.195987	 
-2.386874	 -0.169006	 
-2.380738	 -0.142581	 
-2.374602	 -0.116735	 
-2.368466	 -0.091490	 
-2.362330	 -0.066869	 
-2.356194	 -0.042893	 
-2.350059	 -0.019582	 
-2.343923	 0.003043	 
-2.337787	 0.024963	 
-2.331651	 0.046159	 
-2.325515	 0.066613	 
-2.319379	 0.086308	 
-2.313243	 0.105227	 
-2.307107	 0.123354	 
-2.300971	 0.140673	 
-2.294835	 0.157171	 
-2.288699	 0.172833	 
-2.282563	 0.187647	 
-2.276427	 0.201601	 
-2.270292	 0.214683	 
-2.264156	 0.226882	 
-2.258020	 0.238190	 
-2.251884	 0.248598	 
-2.245748	 0.258096	 
-2.239612	 0.266679	 
-2.233476	 0.274340	 
-2.227340	 0.281074	 
-2.221204	 0.286876	 
-2.215068	 0.291742	 
-2.208932	 0.295670	 
-2.202796	 0.298659	 
-2.196660	 0.300706	 
-2.190525	 0.301812	 
-2.184389	 0.301978	 
-2.178253	 0.301205	 
-2.172117	 0.299496	 
-2.165981	 0.296855	 
-2.159845	 0.293285	 
-2.153709	 0.288793	 
-2.147573	 0.283383	 
-2.141437	 0.277063	 
-2.135301	 0.269841	 
-2.129165	 0.261725	 
-2.123029	 0.252725	 
-2.116893	 0.242851	 
-2.110758	 0.232114	 
-2.104622	 0.220527	 
-2.098486	 0.208101	 
-2.092350	 0.194851	 
-2.086214	 0.180791	 
-2.080078	 0.165936	 
-2.073942	 0.150301	 
-2.067806	 0.133903	 
-2.061670	 0.116760	 
-2.055534	 0.098890	 
-2.049398	 0.080311	 
-2.043262	 0.061042	 
-2.037126	 0.041103	 
-2.030991	 0.020516	 
-2.024855	 -0.000700	 
-2.018719	 -0.022521	 
-2.012583	 -0.044926	 
-2.006447	 -0.067891	 
-2.000311	 -0.091394	 
-1.994175	 -0.115410	 
-1.988039	 -0.139914	 
-1.981903	 -0.164883	 
-1.975767	 -0.190290	 
-1.969631	 -0.216110	 
-1.963495	 -0.242317	 
-1.957359	 -0.268883	 
